"id","scientificName","names_wo_author","est"
620049,"Lychnocephalus mellobarretoi (G.M. Barroso) Loeuille, Semir & Pirani","Lychnocephalus mellobarretoi","MG"
620050,"Lychnocephalus sellovii (Sch.Bip.) Loeuille, Semir & Pirani","Lychnocephalus sellovii","MG"
620066,"Eremanthus syncephalus (Sch.Bip.) Loeuille, Semir & Pirani","Eremanthus syncephalus","MG"
620077,"Eremanthus reticulatus (Gardner) Loeuille, Semir & Pirani","Eremanthus reticulatus","MG"
620621,"Bocagea asymmetrica Mello-Silva & J.C.Lopes","Bocagea asymmetrica","MG/ES"
620900,"Pimenta dioica (L.) Merr.","Pimenta dioica","MG/ES"
621178,"Prunus domestica L.","Prunus domestica","MG"
621242,"Prunus salicina Lindl.","Prunus salicina","MG"
622113,"Sterculia foetida L.","Sterculia foetida","MG"
622121,"Dryades gaudichaudiana (A.St.-Hil.) Groppo, Kallunki & Pirani subsp. gaudichaudiana","Dryades gaudichaudiana","MG"
622144,"Tectona grandis L.f.","Tectona grandis","MG/ES"
622441,"Toxicodendron succedaneum (L.) Kuntze","Toxicodendron succedaneum","MG"
622892,"Damburneya umbrosa (Kunth) Trofimov","Damburneya umbrosa","MG"
622906,"Ocotea megaphylla (Meisn.) Mez","Ocotea megaphylla","MG/ES"
623100,"Magnolia champaca (L.) Baill. ex Pierre","Magnolia champaca","MG"
285,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata","ES"
440,"Conchocarpus adenantherus (Rizzini) Kallunki & Pirani","Conchocarpus adenantherus","ES"
449,"Conchocarpus diadematus Pirani","Conchocarpus diadematus","ES"
454,"Conchocarpus furcatus Kallunki","Conchocarpus furcatus","ES"
468,"Conchocarpus macrocarpus (Engl.) Kallunki & Pirani","Conchocarpus macrocarpus","ES"
483,"Conchocarpus silvestris (Nees & Mart.) Kallunki & Pirani","Conchocarpus silvestris","ES"
732,"Galipea carinata Pirani","Galipea carinata","ES"
750,"Galipea laxiflora Engl.","Galipea laxiflora","ES"
816,"Metrodorea maracasana Kaastra","Metrodorea maracasana","ES"
849,"Neoraputia magnifica (Engl.) Emmerich ex Kallunki","Neoraputia magnifica","ES"
874,"Pilocarpus grandiflorus Engl.","Pilocarpus grandiflorus","ES"
887,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus","ES"
895,"Pilocarpus riedelianus Engl.","Pilocarpus riedelianus","ES"
950,"Rauia nodosa (Engl.) Kallunki","Rauia nodosa","ES"
964,"Ravenia infelix Vell.","Ravenia infelix","ES"
4250,"Kuhlmanniodendron apterocarpum (Kuhlm.) Fiaschi & Groppo","Kuhlmanniodendron apterocarpum","ES"
4252,"Achatocarpus praecox Griseb.","Achatocarpus praecox","ES"
4635,"Lacmellea pauciflora (Kuhlm.) Markgr.","Lacmellea pauciflora","ES"
4637,"Macoubea guianensis Aubl.","Macoubea guianensis","ES"
4842,"Rauvolfia capixabae I.Koch & Kin.-Gouv.","Rauvolfia capixabae","ES"
4905,"Ilex psammophila Mart. ex Reissek","Ilex psammophila","ES"
5744,"Bixa arborea Huber","Bixa arborea","ES"
6589,"Protium aracouchini (Aubl.) Marchand","Protium aracouchini","ES"
6596,"Protium icicariba (DC.) Marchand var. icicariba","Protium icicariba","ES"
6597,"Protium icicariba var. talmonii Daly","Protium icicariba","ES"
6609,"Trattinnickia mensalis Daly","Trattinnickia mensalis","ES"
6689,"Caryocar edule Casar.","Caryocar edule","ES"
6778,"Peritassa laevigata (Hoffmanns. ex Link) A.C. Sm.","Peritassa laevigata","ES"
6792,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia","ES"
6794,"Salacia nemorosa Lombardi","Salacia nemorosa","ES"
6802,"Tontelea mauritioides (A.C. Sm.) A.C. Sm.","Tontelea mauritioides","ES"
6831,"Clusia aemygdioi Gomes da Silva & B.Weinberg","Clusia aemygdioi","ES"
6834,"Clusia fluminensis Planch. & Triana","Clusia fluminensis","ES"
6836,"Clusia hilariana Schltdl.","Clusia hilariana","ES"
6839,"Clusia melchiorii Gleason","Clusia melchiorii","ES"
6851,"Garcinia brasiliensis Mart.","Garcinia brasiliensis","ES"
6856,"Kielmeyera albopunctata Saddi","Kielmeyera albopunctata","ES"
6862,"Kielmeyera divergens Saddi","Kielmeyera divergens","ES"
6871,"Kielmeyera membranacea Casar.","Kielmeyera membranacea","ES"
6873,"Kielmeyera occhioniana Saddi","Kielmeyera occhioniana","ES"
6877,"Kielmeyera rufotomentosa Saddi","Kielmeyera rufotomentosa","ES"
6879,"Kielmeyera rupestris Duarte","Kielmeyera rupestris","ES"
6880,"Kielmeyera sigillata Saddi","Kielmeyera sigillata","ES"
6882,"Symphonia globulifera L.f.","Symphonia globulifera","ES"
6910,"Conocarpus erectus L.","Conocarpus erectus","ES"
7130,"Weinmannia pinnata L.","Weinmannia pinnata","ES"
7331,"Stephanopodium organense (Rizzini) Prance","Stephanopodium organense","ES"
7334,"Tapura follii Prance","Tapura follii","ES"
7335,"Tapura wurdackiana Prance","Tapura wurdackiana","ES"
7431,"Diospyros apeibacarpos Raddi","Diospyros apeibacarpos","ES"
7432,"Diospyros brasiliensis Mart. ex Miq.","Diospyros brasiliensis","ES"
7435,"Diospyros gaultheriifolia Mart. ex Miq.","Diospyros gaultheriifolia","ES"
7681,"Erythroxylum affine A.St.-Hil.","Erythroxylum affine","ES"
7684,"Erythroxylum andrei Plowman","Erythroxylum andrei","ES"
7691,"Erythroxylum columbinum Mart.","Erythroxylum columbinum","ES"
7709,"Erythroxylum macrocalyx Mart.","Erythroxylum macrocalyx","ES"
7718,"Erythroxylum nitidum Spreng.","Erythroxylum nitidum","ES"
7724,"Erythroxylum passerinum Mart.","Erythroxylum passerinum","ES"
7727,"Erythroxylum plowmanii Amaral","Erythroxylum plowmanii","ES"
7789,"Senaea janeirensis Brade","Senaea janeirensis","ES"
7979,"Humiriastrum mussunungense Cuatrec.","Humiriastrum mussunungense","ES"
7980,"Humiriastrum spiritu-sancti Cuatrec.","Humiriastrum spiritu-sancti","ES"
8018,"Vismia pentagyna (Spreng.) Ewan","Vismia pentagyna","ES"
8031,"Emmotum affine Miers","Emmotum affine","ES"
8104,"Aegiphila brachiata Vell.","Aegiphila brachiata","ES"
8370,"Vitex orinocensis Kunth","Vitex orinocensis","ES"
8388,"Beilschmiedia fluminensis Kosterm.","Beilschmiedia fluminensis","ES"
8389,"Beilschmiedia linharensis Sa. Nishida & van der Werff","Beilschmiedia linharensis","ES"
8390,"Beilschmiedia rigida (Mez) Kosterm.","Beilschmiedia rigida","ES"
8403,"Cryptocarya aschersoniana Mez","Cryptocarya aschersoniana","ES"
8409,"Cryptocarya riedeliana P.L.R.Moraes","Cryptocarya riedeliana","ES"
8413,"Cryptocarya velloziana P.L.R.Moraes","Cryptocarya velloziana","ES"
8414,"Cryptocarya wiedensis P.L.R.Moraes","Cryptocarya wiedensis","ES"
8420,"Licaria bahiana Kurz","Licaria bahiana","ES"
8425,"Nectandra barbellata Coe-Teix.","Nectandra barbellata","ES"
8427,"Nectandra debilis Mez","Nectandra debilis","ES"
8443,"Ocotea argentea Mez","Ocotea argentea","ES"
8445,"Ocotea beulahiae J.B. Baitello","Ocotea beulahiae","ES"
8453,"Ocotea confertiflora (Meisn.) Mez","Ocotea confertiflora","ES"
8464,"Ocotea kostermanniana Vattimo-Gil","Ocotea kostermanniana","ES"
8469,"Ocotea lobbii (Meisn.) Rohwer","Ocotea lobbii","ES"
8470,"Ocotea longifolia Kunth","Ocotea longifolia","ES"
8495,"Ocotea cernua (Nees) Mez","Ocotea cernua","ES"
8497,"Ocotea cryptocarpa Baitello","Ocotea cryptocarpa","ES"
8501,"Ocotea insignis Mez","Ocotea insignis","ES"
8506,"Ocotea pluridomatiata A.Quinet","Ocotea pluridomatiata","ES"
8514,"Persea caesia Meisn.","Persea caesia","ES"
8530,"Rhodostemonodaphne capixabensis J.B. Baitello & Coe-Teix.","Rhodostemonodaphne capixabensis","ES"
8531,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx","ES"
8537,"Williamodendron cinnamomeum van der Werff","Williamodendron cinnamomeum","ES"
8545,"Couratari asterophora Rizzini","Couratari asterophora","ES"
8546,"Couratari asterotricha Prance","Couratari asterotricha","ES"
8547,"Couratari macrosperma A.C.Sm.","Couratari macrosperma","ES"
8552,"Eschweilera compressa (Vell.) Miers","Eschweilera compressa","ES"
8559,"Lecythis lanceolata Poir.","Lecythis lanceolata","ES"
8666,"Strychnos atlantica Krukoff & Barneby","Strychnos atlantica","ES"
8828,"Byrsonima alvimii W.R.Anderson","Byrsonima alvimii","ES"
8829,"Byrsonima bahiana W.R.Anderson","Byrsonima bahiana","ES"
8830,"Byrsonima cacaophila W.R.Anderson","Byrsonima cacaophila","ES"
8834,"Byrsonima fanshawei W.R.Anderson","Byrsonima fanshawei","ES"
8841,"Byrsonima niedenzuiana Skottsb.","Byrsonima niedenzuiana","ES"
9086,"Hydrogaster trinervis Kuhlm.","Hydrogaster trinervis","ES"
9096,"Luehea ochrophylla Mart.","Luehea ochrophylla","ES"
9120,"Pavonia alnifolia A.St.-Hil.","Pavonia alnifolia","ES"
9123,"Pavonia calyculosa A.St.-Hil. & Naudin","Pavonia calyculosa","ES"
9131,"Pavonia crassipedicellata Krapov.","Pavonia crassipedicellata","ES"
9155,"Pavonia makoyana E. Morren","Pavonia makoyana","ES"
9474,"Henriettea saldanhae Cogn.","Henriettea saldanhae","ES"
9475,"Henriettea succosa (Aubl.) DC.","Henriettea succosa","ES"
9482,"Huberia espiritosantensis Baumgratz","Huberia espiritosantensis","ES"
9519,"Leandra clidemioides (Naudin) Wurdack","Leandra clidemioides","ES"
9534,"Leandra eriocalyx Cogn.","Leandra eriocalyx","ES"
9537,"Leandra fallacissima Markgr.","Leandra fallacissima","ES"
9650,"Meriania calophylla (Cham.) Triana","Meriania calophylla","ES"
9662,"Meriania tetramera Wurdack","Meriania tetramera","ES"
9671,"Miconia amoena Triana","Miconia amoena","ES"
9713,"Miconia hypoleuca (Benth.) Triana","Miconia hypoleuca","ES"
9719,"Miconia kollmannii R.Goldenb. & Reginato","Miconia kollmannii","ES"
9733,"Miconia mirabilis (Aubl.) L.O.Williams","Miconia mirabilis","ES"
9739,"Miconia octopetala Cogn.","Miconia octopetala","ES"
9755,"Miconia pyrifolia Naudin","Miconia pyrifolia","ES"
9769,"Miconia splendens (Sw.) Griseb.","Miconia splendens","ES"
9815,"Mouriri arborea Gardner","Mouriri arborea","ES"
9994,"Guarea blanchetii C.DC.","Guarea blanchetii","ES"
10014,"Trichilia quadrijuga Kunth","Trichilia quadrijuga","ES"
10017,"Trichilia tetrapetala C.DC.","Trichilia tetrapetala","ES"
10069,"Macrotorus utriculatus (Mart.) Perkins","Macrotorus utriculatus","ES"
10082,"Mollinedia engleriana Perkins","Mollinedia engleriana","ES"
10084,"Mollinedia gilgiana Perkins","Mollinedia gilgiana","ES"
10086,"Mollinedia glaziovii Perkins","Mollinedia glaziovii","ES"
10090,"Mollinedia lamprophylla Perkins","Mollinedia lamprophylla","ES"
10091,"Mollinedia longifolia Perkins","Mollinedia longifolia","ES"
10100,"Mollinedia salicifolia Perkins","Mollinedia salicifolia","ES"
10105,"Mollinedia uleana Perkins","Mollinedia uleana","ES"
10171,"Ficus nymphaeifolia Mill.","Ficus nymphaeifolia","ES"
10182,"Helicostylis pedunculata Benoist","Helicostylis pedunculata","ES"
10195,"Sorocea racemosa Gaudich.","Sorocea racemosa","ES"
10240,"Myrsine rubra M.F.Freitas & Kin.-Gouv.","Myrsine rubra","ES"
10260,"Blepharocalyx eggersii (Kiaersk.) Landrum","Blepharocalyx eggersii","ES"
10309,"Campomanesia anemonea Landrum","Campomanesia anemonea","ES"
10313,"Campomanesia espiritosantensis Landrum","Campomanesia espiritosantensis","ES"
10322,"Campomanesia macrobracteolata Landrum","Campomanesia macrobracteolata","ES"
10340,"Eugenia adenantha O.Berg","Eugenia adenantha","ES"
10344,"Eugenia arenaria Cambess.","Eugenia arenaria","ES"
10349,"Eugenia badia O.Berg","Eugenia badia","ES"
10351,"Eugenia bahiensis DC.","Eugenia bahiensis","ES"
10358,"Eugenia botequimensis Kiaersk.","Eugenia botequimensis","ES"
10373,"Eugenia cinerascens Gardner","Eugenia cinerascens","ES"
10377,"Eugenia copacabanensis Kiaersk.","Eugenia copacabanensis","ES"
10382,"Eugenia cymatodes O.Berg","Eugenia cymatodes","ES"
10392,"Eugenia excelsa O.Berg","Eugenia excelsa","ES"
10402,"Eugenia fusca O.Berg","Eugenia fusca","ES"
10412,"Eugenia handroi (Mattos) Mattos","Eugenia handroi","ES"
10416,"Eugenia ilhensis O.Berg","Eugenia ilhensis","ES"
10418,"Eugenia inversa Sobral","Eugenia inversa","ES"
10426,"Eugenia itapemirimensis Cambess.","Eugenia itapemirimensis","ES"
10447,"Eugenia macrantha O.Berg","Eugenia macrantha","ES"
10448,"Eugenia macrobracteolata Mattos","Eugenia macrobracteolata","ES"
10458,"Eugenia melanogyna (D.Legrand) Sobral","Eugenia melanogyna","ES"
10461,"Eugenia monosperma Vell.","Eugenia monosperma","ES"
10491,"Eugenia persicifolia O.Berg","Eugenia persicifolia","ES"
10494,"Eugenia piloensis Cambess.","Eugenia piloensis","ES"
10504,"Eugenia plicatocostata O.Berg","Eugenia plicatocostata","ES"
10509,"Eugenia pruinosa D.Legrand","Eugenia pruinosa","ES"
10510,"Eugenia pruniformis Cambess.","Eugenia pruniformis","ES"
10513,"Eugenia puberula Nied.","Eugenia puberula","ES"
10516,"Eugenia pyriflora O.Berg","Eugenia pyriflora","ES"
10527,"Eugenia rugosissima Sobral","Eugenia rugosissima","ES"
10528,"Eugenia schottiana O.Berg","Eugenia schottiana","ES"
10551,"Eugenia sulcata Spring ex Mart.","Eugenia sulcata","ES"
10552,"Eugenia supraaxillaris Spring","Eugenia supraaxillaris","ES"
10553,"Eugenia guanabarina (Mattos & D.Legrand) Giaretta & M.C.Souza","Eugenia guanabarina","ES"
10565,"Eugenia villaenovae Kiaersk.","Eugenia villaenovae","ES"
10569,"Eugenia xanthoxyloides Cambess.","Eugenia xanthoxyloides","ES"
10570,"Eugenia xiriricana Mattos","Eugenia xiriricana","ES"
10632,"Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel","Myrceugenia acutiflora","ES"
10650,"Myrceugenia ovalifolia (O.Berg) Landrum","Myrceugenia ovalifolia","ES"
10656,"Myrceugenia scutellata D.Legrand","Myrceugenia scutellata","ES"
10663,"Myrcia amplexicaulis (Vell.) Hook.f.","Myrcia amplexicaulis","ES"
10669,"Myrcia bergiana O.Berg","Myrcia bergiana","ES"
10670,"Myrcia bicolor Kiaersk.","Myrcia bicolor","ES"
10686,"Myrcia eumecephylla (O.Berg) Nied.","Myrcia eumecephylla","ES"
10687,"Myrcia felisbertii (DC.) O.Berg","Myrcia felisbertii","ES"
10693,"Myrcia gilsoniana G.M.Barroso & Peixoto","Myrcia gilsoniana","ES"
10709,"Myrcia insularis Gardner","Myrcia insularis","ES"
10710,"Myrcia isaiana G.M.Barroso & Peixoto","Myrcia isaiana","ES"
10720,"Myrcia littoralis DC.","Myrcia littoralis","ES"
10723,"Myrcia macrocarpa DC.","Myrcia macrocarpa","ES"
10725,"Myrcia maximiliana O.Berg","Myrcia maximiliana","ES"
10729,"Myrcia morroqueimadensis Kiaersk.","Myrcia morroqueimadensis","ES"
10732,"Myrcia neorostrata Sobral","Myrcia neorostrata","ES"
10736,"Myrcia ovata Cambess.","Myrcia ovata","ES"
10739,"Myrcia plusiantha Kiaersk.","Myrcia plusiantha","ES"
10745,"Myrcia racemosa (O.Berg) Kiaersk.","Myrcia racemosa","ES"
10750,"Myrcia riodocensis G.M.Barroso & Peixoto","Myrcia riodocensis","ES"
10751,"Myrcia robusta Sobral","Myrcia robusta","ES"
10768,"Myrcia tenuifolia (O.Berg) Sobral","Myrcia tenuifolia","ES"
10770,"Myrcia thyrsoidea O.Berg","Myrcia thyrsoidea","ES"
10777,"Myrcia verrucosa Sobral","Myrcia verrucosa","ES"
10779,"Myrcia vittoriana Kiaersk.","Myrcia vittoriana","ES"
10791,"Myrciaria ferruginea O.Berg","Myrciaria ferruginea","ES"
10796,"Myrciaria leucadendron O.Berg","Myrciaria leucadendron","ES"
10801,"Myrciaria strigipes O.Berg","Myrciaria strigipes","ES"
10804,"Myrrhinium atropurpureum Schott","Myrrhinium atropurpureum","ES"
10816,"Neomitranthes obscura (DC.) N.Silveira","Neomitranthes obscura","ES"
10817,"Neomitranthes obtusa Sobral & Zambom","Neomitranthes obtusa","ES"
10831,"Plinia edulis (Vell.) Sobral","Plinia edulis","ES"
10832,"Plinia grandifolia (Mattos) Sobral","Plinia grandifolia","ES"
10844,"Plinia renatiana G.M.Barroso & Peixoto","Plinia renatiana","ES"
10849,"Plinia spiritosantensis (Mattos) Mattos","Plinia spiritosantensis","ES"
10851,"Plinia subavenia Sobral","Plinia subavenia","ES"
10859,"Psidium cauliflorum Landrum & Sobral","Psidium cauliflorum","ES"
10891,"Siphoneugena delicata Sobral & Proença","Siphoneugena delicata","ES"
10911,"Guapira nitida (Mart. ex J.A.Schmidt) Lundell","Guapira nitida","ES"
10916,"Guapira venosa (Choisy) Lundell","Guapira venosa","ES"
10922,"Neea floribunda Poepp. & Endl.","Neea floribunda","ES"
10954,"Cathedra bahiensis Sleumer","Cathedra bahiensis","ES"
10955,"Cathedra rubricaulis Miers","Cathedra rubricaulis","ES"
10978,"Chionanthus micranthus (Mart.) Lozano & Fuertes","Chionanthus micranthus","ES"
13713,"Coccoloba rosea Meisn.","Coccoloba rosea","ES"
13795,"Roupala consimilis Mez","Roupala consimilis","ES"
13806,"Drypetes sessiliflora Allemão","Drypetes sessiliflora","ES"
13821,"Rhizophora mangle L.","Rhizophora mangle","ES"
13849,"Calycophyllum papillosum J.H.Kirkbr.","Calycophyllum papillosum","ES"
13864,"Chomelia estrellana Müll.Arg.","Chomelia estrellana","ES"
13865,"Chomelia hirsuta Gardner","Chomelia hirsuta","ES"
13904,"Coussarea leptopus Müll.Arg.","Coussarea leptopus","ES"
13909,"Coussarea strigosipes Müll.Arg.","Coussarea strigosipes","ES"
13995,"Faramea truncata (Vell.) Müll.Arg.","Faramea truncata","ES"
14051,"Gonzalagunia dicocca Cham. & Schltdl.","Gonzalagunia dicocca","ES"
14131,"Pagamea guianensis Aubl.","Pagamea guianensis","ES"
14138,"Palicourea guianensis Aubl.","Palicourea guianensis","ES"
14149,"Posoqueria bahiensis L.Macias & L.S.Kinoshita","Posoqueria bahiensis","ES"
14243,"Riodocea pulcherrima Delprete","Riodocea pulcherrima","ES"
14248,"Rudgea coronata (Vell.) Müll.Arg.","Rudgea coronata","ES"
14256,"Rudgea interrupta Benth.","Rudgea interrupta","ES"
14259,"Rudgea minor (Cham.) Standl.","Rudgea minor","ES"
14271,"Rudgea umbrosa Müll.Arg.","Rudgea umbrosa","ES"
14289,"Simira eliezeriana Peixoto","Simira eliezeriana","ES"
14291,"Simira grazielae Peixoto","Simira grazielae","ES"
14292,"Simira hatschbachiorum J.H.Kirkbr.","Simira hatschbachiorum","ES"
14336,"Tocoyena brasiliensis Mart.","Tocoyena brasiliensis","ES"
14344,"Spiranthera atlantica Pirani","Spiranthera atlantica","ES"
14364,"Casearia bahiensis Sleumer","Casearia bahiensis","ES"
14379,"Casearia oblongifolia Cambess.","Casearia oblongifolia","ES"
14381,"Casearia pauciflora Cambess.","Casearia pauciflora","ES"
14460,"Chrysophyllum januariense Eichler","Chrysophyllum januariense","ES"
14461,"Chrysophyllum lucentifolium Cronquist","Chrysophyllum lucentifolium","ES"
14466,"Chrysophyllum splendens Spreng.","Chrysophyllum splendens","ES"
14474,"Manilkara bella Monach.","Manilkara bella","ES"
14477,"Manilkara elata (Allemão ex Miq.) Monach.","Manilkara elata","ES"
14478,"Manilkara longifolia (A.DC.) Dubard","Manilkara longifolia","ES"
14482,"Manilkara salzmannii (A.DC.) H.J.Lam","Manilkara salzmannii","ES"
14490,"Micropholis guyanensis (A.DC.) Pierre","Micropholis guyanensis","ES"
14494,"Pouteria bangii (Rusby) T.D.Penn.","Pouteria bangii","ES"
14495,"Pouteria bapeba T.D.Penn.","Pouteria bapeba","ES"
14496,"Pouteria beaurepairei (Glaz. & Raunk.) Baehni","Pouteria beaurepairei","ES"
14497,"Pouteria bullata (S.Moore) Baehni","Pouteria bullata","ES"
14498,"Pouteria butyrocarpa (Kuhlm.) T.D.Penn.","Pouteria butyrocarpa","ES"
14500,"Pouteria coelomatica Rizzini","Pouteria coelomatica","ES"
14501,"Pouteria filipes Eyma","Pouteria filipes","ES"
14506,"Pouteria guianensis Aubl.","Pouteria guianensis","ES"
14507,"Pouteria macahensis T.D.Penn.","Pouteria macahensis","ES"
14508,"Pouteria macrophylla (Lam.) Eyma","Pouteria macrophylla","ES"
14513,"Pouteria procera (Mart.) K.Hammer","Pouteria procera","ES"
14514,"Pouteria psammophila (Mart.) Radlk.","Pouteria psammophila","ES"
14523,"Pradosia glaziovii (Pierre) T.D.Penn.","Pradosia glaziovii","ES"
14524,"Pradosia kuhlmannii Toledo","Pradosia kuhlmannii","ES"
14546,"Siparuna cymosa Tolm.","Siparuna cymosa","ES"
14743,"Solanum carautae Carvalho","Solanum carautae","ES"
14916,"Symplocos pycnobotrya Mart. ex Miq.","Symplocos pycnobotrya","ES"
14953,"Funifera grandifolia Domke","Funifera grandifolia","ES"
14974,"Trigoniodendron spiritusanctense E.F.Guim. & Miguel","Trigoniodendron spiritusanctense","ES"
15047,"Coussapoa pachyphylla Akkermans & C.C.Berg","Coussapoa pachyphylla","ES"
15220,"Amphirrhox longifolia (A.St.-Hil.) Spreng.","Amphirrhox longifolia","ES"
15240,"Paypayrola blanchetiana Tul.","Paypayrola blanchetiana","ES"
15242,"Rinorea bahiensis (Moric.) Kuntze","Rinorea bahiensis","ES"
15243,"Rinorea guianensis Aubl.","Rinorea guianensis","ES"
15245,"Rinorea maximiliani (Eichler) Kuntze","Rinorea maximiliani","ES"
15246,"Rinorea ramiziana Glaz. ex Hekking","Rinorea ramiziana","ES"
15280,"Erisma arietinum M.L.Kawas.","Erisma arietinum","ES"
15286,"Qualea gestasiana A.St.-Hil.","Qualea gestasiana","ES"
15287,"Qualea glaziovii Warm.","Qualea glaziovii","ES"
15291,"Qualea magna Kuhlm.","Qualea magna","ES"
15298,"Vochysia angelica M.C.Vianna & Fontella","Vochysia angelica","ES"
15314,"Vochysia riedeliana Stafleu","Vochysia riedeliana","ES"
15550,"Aspidosperma pyricollum Müll.Arg.","Aspidosperma pyricollum","ES"
16503,"Cordia aberrans I.M.Johnst.","Cordia aberrans","ES"
16504,"Cordia anabaptista Cham.","Cordia anabaptista","ES"
16533,"Cordia toqueve Aubl.","Cordia toqueve","ES"
16534,"Cordia trachyphylla Mart.","Cordia trachyphylla","ES"
16742,"Pourouma velutina Mart. ex Miq.","Pourouma velutina","ES"
16759,"Chrysobalanus icaco L.","Chrysobalanus icaco","ES"
16760,"Chrysobalanus icaco L. subsp. icaco","Chrysobalanus icaco","ES"
16762,"Couepia belemii Prance","Couepia belemii","ES"
16782,"Couepia schottii Fritsch","Couepia schottii","ES"
16789,"Hirtella angustifolia Schott ex Spreng.","Hirtella angustifolia","ES"
16790,"Hirtella bahiensis Prance","Hirtella bahiensis","ES"
16801,"Hirtella insignis Briq. ex Prance","Hirtella insignis","ES"
16819,"Licania belemii Prance","Licania belemii","ES"
16837,"Licania littoralis Warm.","Licania littoralis","ES"
16842,"Licania micrantha Miq.","Licania micrantha","ES"
16845,"Licania naviculistipula Prance","Licania naviculistipula","ES"
16881,"Tovomita guianensis Aubl.","Tovomita guianensis","ES"
17309,"Diospyros capreifolia Mart. ex Hiern","Diospyros capreifolia","ES"
17490,"Cleidion tricoccum (Casar.) Baill.","Cleidion tricoccum","ES"
17601,"Manihot glaziovii Müll.Arg.","Manihot glaziovii","ES"
17620,"Omphalea brasiliensis Müll.Arg.","Omphalea brasiliensis","ES"
17627,"Pausandra morisiana (Casar.) Radlk.","Pausandra morisiana","ES"
17711,"Casearia hirsuta Sw.","Casearia hirsuta","ES"
17847,"Lacistema robustum Schnizl.","Lacistema robustum","ES"
17918,"Aiouea laevis (Mart.) Kosterm.","Aiouea laevis","ES"
17960,"Cariniana parvifolia S.A.Mori, Prance & Menandro","Cariniana parvifolia","ES"
17975,"Abarema filamentosa (Benth.) Pittier","Abarema filamentosa","ES"
18086,"Andira nitida Mart. ex Benth.","Andira nitida","ES"
18335,"Chamaecrista duartei (H.S.Irwin) H.S.Irwin & Barneby","Chamaecrista duartei","ES"
18577,"Exostyles venusta Schott","Exostyles venusta","ES"
18647,"Inga congesta T.D.Penn.","Inga congesta","ES"
18675,"Inga tenuis (Vell.) Mart.","Inga tenuis","ES"
18679,"Inga unica Barneby & J.W.Grimes","Inga unica","ES"
18735,"Machaerium salzmannii Benth.","Machaerium salzmannii","ES"
18915,"Ormosia nitida Vogel","Ormosia nitida","ES"
18976,"Platymiscium speciosum Vogel","Platymiscium speciosum","ES"
18980,"Poecilanthe falcata (Vell.) Heringer","Poecilanthe falcata","ES"
19192,"Swartzia simplex var. grandiflora (Raddi) R.S.Cowan","Swartzia simplex","ES"
19243,"Zollernia glabra (Spreng.) Yakovlev","Zollernia glabra","ES"
19246,"Zollernia modesta A.M.Carvalho & Barneby","Zollernia modesta","ES"
19738,"Guarea macrophylla subsp. pachycarpa (C.DC.) T.D.Penn.","Guarea macrophylla","ES"
19741,"Trichilia blanchetii C.DC.","Trichilia blanchetii","ES"
19745,"Trichilia quadrijuga Kunth subsp. quadrijuga","Trichilia quadrijuga","ES"
19801,"Cybianthus amplus (Mez) G.Agostini","Cybianthus amplus","ES"
19907,"Guapira laxiflora (Choisy) Lundell","Guapira laxiflora","ES"
19923,"Ouratea cuspidata (A.St.-Hil.) Engl.","Ouratea cuspidata","ES"
20875,"Allophylus petiolulatus Radlk.","Allophylus petiolulatus","ES"
20889,"Cupania bracteosa Radlk.","Cupania bracteosa","ES"
20897,"Cupania rigida Radlk.","Cupania rigida","ES"
20908,"Matayba discolor (Spreng.) Radlk.","Matayba discolor","ES"
20913,"Melicoccus espiritosantensis Acev.-Rodr.","Melicoccus espiritosantensis","ES"
20932,"Pseudima frutescens (Aubl.) Radlk.","Pseudima frutescens","ES"
20983,"Talisia cupularis Radlk.","Talisia cupularis","ES"
21026,"Sarcaulus brasiliensis (A.DC.) Eyma","Sarcaulus brasiliensis","ES"
21762,"Spondias purpurea L.","Spondias purpurea","ES"
21912,"Lacmellea lactescens (Kuhlm.) Markgr.","Lacmellea lactescens","ES"
22762,"Abarema jupunba (Willd.) Britton & Killip var. jupunba","Abarema jupunba","ES"
22780,"Amburana acreana (Ducke) A.C.Sm.","Amburana acreana","ES"
22806,"Barnebydendron riedelii (Tul.) J.H.Kirkbr.","Barnebydendron riedelii","ES"
23111,"Parkia pendula (Willd.) Benth. ex Walp.","Parkia pendula","ES"
23495,"Byrsonima japurensis A.Juss.","Byrsonima japurensis","ES"
23548,"Ceiba pentandra (L.) Gaertn.","Ceiba pentandra","ES"
23618,"Theobroma cacao L.","Theobroma cacao","ES"
24167,"Phyllanthus cladotrichus Müll.Arg.","Phyllanthus cladotrichus","ES"
24768,"Vouarana guianensis Aubl.","Vouarana guianensis","ES"
24789,"Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis","Micropholis guyanensis","ES"
24799,"Pouteria cuspidata (A.DC.) Baehni","Pouteria cuspidata","ES"
24815,"Pouteria oblanceolata Pires","Pouteria oblanceolata","ES"
